file,header,year,seq_len,uncompressed_bytes,zlib_bytes,compression_ratio,bytes_per_base,bits_per_base,two_bit_bytes,ratio_vs_2bit,excess_bits_per_base,overhead_bits_hat,bits_per_base_corrected,ncbi_accession,ncbi_submission_date
pox.fasta,hMpxV/France/un-IRBA-11/2022|EPI_ISL_13308158|2022-05-19,2022,196172,196172,55059,0.28066696572395655,0.28066696572395655,2.2453357257916524,49043,1.1226678628958262,0.24533572579165241,64832.0,1.9148502334685888,,
pox.fasta,hMpxV/France/un-IRBA-14/2022|EPI_ISL_13308160|2022-05-20,2022,196947,196947,55212,0.2803393806455544,0.2803393806455544,2.2427150451644353,49237,1.1213518289091537,0.24271504516443532,65102.0,1.9121591087957674,,
pox.fasta,hMpxV/Slovenia/UL-S1-VE6/2022|EPI_ISL_13308167|2022-05-23,2022,197653,197653,55465,0.2806180528501971,0.2806180528501971,2.2449444228015767,49414,1.1224551746468612,0.2449444228015767,65346.0,1.9143347179147294,,
pox.fasta,hMpxV/Germany/un-UMR-124759/2022|EPI_ISL_13586184|2022-06-23,2022,197241,197241,55421,0.2809811347539305,0.2809811347539305,2.247849078031444,49311,1.1239074445864006,0.24784907803144396,65162.0,1.9174816594927018,,
pox.fasta,hMpxV/Germany/BE-ChVir28305/2022|EPI_ISL_13889908|2022-06-05,2022,197349,197349,55463,0.2810401876878018,0.2810401876878018,2.2483215015024145,49338,1.1241436620860188,0.2483215015024145,65210.0,1.9178916538720743,,
pox.fasta,hMpxV/Germany/BE-ChVir28566/2022|EPI_ISL_13890048|2022-06-16,2022,197341,197341,55455,0.2810110418007408,0.2810110418007408,2.2480883344059266,49336,1.124027079617318,0.2480883344059266,65218.0,1.917604552525831,,
pox.fasta,hMpxV/Netherlands/un-EMC-NL017/2022|EPI_ISL_14254435|2022-07-29,2022,196593,196593,55277,0.28117481293840574,0.28117481293840574,2.249398503507246,49149,1.12468208915746,0.2493985035072459,64954.0,1.9190001678594863,,
pox.fasta,hMpxV/Netherlands/un-EMC-NL018/2022|EPI_ISL_14254436|2022-07-22,2022,196304,196304,55160,0.2809927459450648,0.2809927459450648,2.2479419675605183,49076,1.1239709837802592,0.24794196756051834,64924.0,1.9172100415681799,,
pox.fasta,hMpxV/Netherlands/un-EMC-NL019/2022|EPI_ISL_14254437|2022-07-25,2022,197084,197084,55332,0.2807533843437316,0.2807533843437316,2.2460270747498527,49271,1.1230135373749264,0.24602707474985275,65152.0,1.9154472204745185,,
pox.fasta,hMpxV/Netherlands/un-EMC-NL020/2022|EPI_ISL_14254438|2022-07-18,2022,196602,196602,55225,0.28089744763532415,0.28089744763532415,2.247179581082593,49151,1.1235783605623486,0.2471795810825932,65012.0,1.9165013580736716,,
pox.fasta,hMpxV/United_Kingdom/UKHSA-9000108/2022|EPI_ISL_14261661|2022-06-14,2022,197207,197207,55406,0.2809535158488289,0.2809535158488289,2.247628126790631,49302,1.1238083647722201,0.24762812679063106,65218.0,1.9169197847946573,,
